,Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,stock_symbol,overall_profit,2017_value,2018_value,2019_value,2020_value,2017_profit,2018_profit,2019_profit,2020_profit
1309,DTSS,Datasea Inc. Common Stock,$2.24,0.03,1.357%,53560734.0,China,,397615,Consumer Services,Professional Services,DTSS,,6.848113266926893,15.183633466165855,2.113734121360476,2.2608888943990078,,121.71995226036249,-86.07886494316021,6.961839313253707
1310,DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,$26.38,-0.04,-0.151%,0.0,United States,2017.0,81079,Public Utilities,Electric Utilities: Central,DTW,702998.1630494226,,23.734943350565807,25.799869022672137,25.474571409679594,,,8.699939332516289,-1.2608498620930255
1311,DUK,Duke Energy Corporation (Holding Company) Common Stock,$106.96,-0.97,-0.899%,82275659534.0,United States,,2617775,Public Utilities,Power Generation,DUK,16.27784955523362,84.14705189860675,80.0575299509968,89.83424589369032,91.62523796444849,6.787588862569642,-4.8599705578962356,12.212112900157992,1.9936629432806807
1312,DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,$27.41,-0.02,-0.073%,0.0,United States,2018.0,81402,Public Utilities,Power Generation,DUKB,,,24.09240016937256,26.410119064270507,26.87682530236623,,,9.62012451480173,1.7671493148514985
1313,DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,$26.58,-0.03,-0.113%,0.0,United States,,11417,Public Utilities,Power Generation,DUKH,-2.7533657004424112,25.477171324163795,24.61274907693445,25.16884918061514,25.222380986289373,-1.7710039311945596,-3.3929286584868454,2.259398582183697,0.21269071656826494
1314,DUO,Fangdd Network Group Ltd. American Depositary Shares,$1.71,-0.05,-2.841%,136537965.0,China,2019.0,78188,Technology,Computer Software: Programming Data Processing,DUO,234.48985770017825,3.829999923706056,,13.769683000518055,12.777777792915465,0.2596969703468495,,,-7.203544246917452
1315,DUOT,Duos Technologies Group Inc. Common Stock,$7.36,0.015,0.204%,26385387.0,United States,,8456,Technology,Computer Software: Prepackaged Software,DUOT,-92.91796215606323,51.318276430031226,6.102878903962702,7.39029177491154,5.7708865495828485,-37.02215896284453,-88.10778668242388,21.09517313399254,-21.912602027787667
1316,DVA,DaVita Inc. Common Stock,$133.17,3.04,2.336%,13956216000.0,United States,,523027,Health Care,Medical/Nursing Services,DVA,13.811654386943045,63.52629470825195,68.70517929806653,57.948214213053376,78.51825387137276,-7.9190845269843395,8.152347958587681,-15.656701859907468,35.497279661960285
1317,DVAX,Dynavax Technologies Corporation Common Stock,$10.74,0.41,3.969%,1261997922.0,United States,2004.0,4843292,Health Care,Major Pharmaceuticals,DVAX,-68.63716060804789,11.801872507034545,14.778605540910089,6.158253987630207,4.6144444223434204,-19.786609592656898,25.22254864303316,-58.32993870373664,-25.06894922469525
1318,DVD,Dover Motorsports Inc. Common Stock,$2.48,0.05,2.058%,90385066.0,United States,1996.0,54542,Consumer Services,Services-Misc. Amusement & Recreation,DVD,-27.407562923798967,2.1059760729155217,2.068964131324889,1.9872222121745824,1.6469841287249611,-7.177043851990329,-1.757472084637352,-3.950862072121217,-17.12129027972692
1319,DVN,Devon Energy Corporation Common Stock,$27.01,0.38,1.427%,18282661365.0,United States,,7951992,Energy,Oil & Gas Production,DVN,-50.0804131200165,37.67131481702585,37.19191239649556,26.26607138013083,17.896984092772954,5.075607328226765,-1.2725927482457158,-29.376927166009963,-31.862729550368677
1320,DWSN,Dawson Geophysical Company Common Stock,$2.5299,-0.0201,-0.788%,59397174.0,United States,,10411,Energy,Oil & Gas Production,DWSN,-66.41041863818704,4.949838731393396,6.072673121296552,2.6493253968064745,1.9855555551392687,-16.263732653741055,22.684262070636677,-56.37299515570125,-25.054296556675173
1321,DX,Dynex Capital Inc. Common Stock,$17.42,0.09,0.519%,602584540.0,United States,,413807,Consumer Services,Real Estate Investment Trusts,DX,-19.30226280699109,20.985537920340125,19.043187297197925,16.894409796548267,16.364444339086138,3.485666171058129,-9.255662783175948,-11.283707223558311,-3.136927917839472
1322,DXC,DXC Technology Company Common Stock ,$41.09,2.37,6.121%,10504243409.0,,,2614671,Technology,EDP Services,DXC,-31.563265435293488,68.91161981711825,82.72523258406801,49.050000009082616,26.21777773660327,79.88123483341037,20.045404249108003,-40.707328977000536,-46.54887312589498
1323,DXCM,DexCom Inc. Common Stock,$516.64,-7.29,-1.391%,49984352213.0,United States,2005.0,550362,Health Care,Medical/Dental Instruments,DXCM,237.50276886707192,68.61932271220294,98.96804771575322,153.10492073543492,248.99507891942585,-6.9892806168835655,44.22766620830138,54.70136500536878,62.63035683202438
1324,DXF,Dunxin Financial Holdings Limited American Depositary Shares,$1.50,-0.02,-1.316%,31318781.0,China,,56813,Consumer Non-Durables,Apparel,DXF,-74.60302610715799,4.225357945696766,5.077021897551548,2.210719846543812,1.0153904789023929,5.684766269202843,20.15601903555041,-56.45636573657568,-54.069689993065786
1325,DXPE,DXP Enterprises Inc. Common Stock,$32.64,0.65,2.032%,626913967.0,United States,,43642,Capital Goods,Industrial Machinery/Components,DXPE,33.038062737507715,32.716573624021976,37.62223106931405,36.02361095519293,28.58333340902177,52.2757864544633,14.994410789062961,-4.249136929641085,-20.653891569686227
1326,DXR,Daxor Corporation Common Stock,$9.07,0.1465,1.642%,36587264.0,United States,,15939,Health Care,Medical/Dental Instruments,DXR,27.903066156859197,6.425537865475356,6.212948219709662,10.590277783454413,10.354920659746442,-20.632323345930647,-3.3085112906725618,70.45495003255166,-2.22238857677252
1327,DXYN,Dixie Group Inc. (The) Common Stock,$3.75,0.26,7.45%,59102220.0,United States,,299092,Consumer Durables,Home Furnishings,DXYN,-71.1045335245545,3.925697221224052,2.2680079675765628,1.024722219341331,1.1738095236203028,-3.3617889734191464,-42.226620144958936,-54.8184030219136,14.549045728197619
1328,DY,Dycom Industries Inc. Common Stock,$72.82,1.23,1.718%,2241304279.0,United States,,368189,Basic Industries,Water Supply,DY,-54.09122691120589,90.677729116493,92.27099606335399,51.22619043077743,35.16666671207973,18.376396725318926,1.757065337194467,-44.482889947773955,-31.35022062669118
1329,DYAI,Dyadic International Inc. Common Stock,$3.69,0.09,2.50%,101674839.0,United States,,226042,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),DYAI,228.7531546834388,1.4289641423054424,1.5906772879490338,4.707896816352057,5.271269824769761,-10.879828707507427,11.316809208570405,195.96806668574882,11.966553864581895
1330,DYNT,Dynatronics Corporation Common Stock,$1.24,-0.05,-3.876%,21532171.0,United States,,393718,Health Care,Medical/Dental Instruments,DYNT,-59.98958392066038,2.6857370570361376,2.8707569756830837,1.5724999975590483,1.0974603153410412,-2.08533681846708,6.888981114596737,-45.22350687017389,-30.209200823872735
1331,DZSI,DZS Inc. Common Stock,$14.69,-0.18,-1.21%,395420807.0,United States,,197070,Public Utilities,Telecommunications Equipment,DZSI,27.127660006527556,6.418924284171299,11.125139434024158,10.808253971357193,7.587301598654853,7.551125178738673,73.31781684133769,-2.848372953401632,-29.800857578274368
1332,E,ENI S.p.A. Common Stock,$24.20,0.23,0.96%,43227850765.0,Italy,,98194,Energy,Oil & Gas Production,E,-14.975136047710116,31.98330684677063,35.977808720562095,32.11218247337947,25.28777779473199,7.53718003475662,12.489333554309388,-10.744473842769999,-21.251762269054165
1333,EA,Electronic Arts Inc. Common Stock,$136.34,-0.53,-0.387%,38956923932.0,United States,,2400910,Technology,Computer Software: Prepackaged Software,EA,42.53663692444671,103.85509943867109,117.94864548155034,95.83039674304779,105.11539640880768,40.827672321861776,13.570393865158088,-18.75243979971124,9.688992200101133
1334,EAD,Wells Fargo Income Opportunities Fund Common Shares,$9.06,0.01,0.11%,548911099.0,United States,2003.0,141249,Finance,Finance/Investors Services,EAD,-1.0880395489180807,8.532231064906632,7.9554581737138355,8.060238088880267,7.7596825418018165,8.759565498355132,-6.7599305129590705,1.3170820948143591,-3.7288668618001632
1335,EAF,GrafTech International Ltd. Common Stock,$11.22,-0.21,-1.837%,2998710686.0,United States,2018.0,5625300,Consumer Durables,Metal Fabrications,EAF,,,17.403898298403636,12.354761869188339,9.60460320730058,,,-29.011525709032828,-22.25990829290208
1336,EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,$11.16,0.11,0.995%,144170929.0,United States,2013.0,104520,Consumer Services,Real Estate Investment Trusts,EARN,-23.29394903669251,14.148446208452325,11.171115525690208,11.117698415877326,9.750952353553167,11.299019476973916,-21.043516997530435,-0.4781716713074773,-12.293426311801115
1337,EAST,Eastside Distilling Inc. Common Stock,$3.96,0.01,0.253%,49173605.0,United States,,28970,Consumer Non-Durables,Beverages (Production/Distribution),EAST,,4.899848607431845,6.952067728536536,4.9013492114960195,2.774365084511893,,41.88331692517989,-29.49796516830265,-43.3958902988452
1338,EAT,Brinker International Inc. Common Stock,$54.60,0.84,1.563%,2498000123.0,United States,,506822,Consumer Services,Restaurants,EAT,-31.915246132379174,38.5839043879414,43.75127480799458,42.3250397727603,33.28428565131293,-21.074597753874848,13.392554491370095,-3.2598708071785643,-21.360296812445867
1339,EB,Eventbrite Inc. Class A Common Stock,$17.99,0.26,1.466%,1686009541.0,United States,2018.0,957160,Technology,EDP Services,EB,,,30.252142987932483,20.78484128391932,16.708412738073438,,,-31.29464814373529,-19.612507452725676
1340,EBAY,eBay Inc. Common Stock,$65.49,-1.79,-2.661%,44615824542.0,United States,1998.0,8887892,Consumer Services,Catalog/Specialty Distribution,EBAY,28.32900594994411,35.06171319969147,36.0619124986261,37.183571459755065,34.73555552770221,29.533981347442754,2.852682335395503,3.1103701479273966,-6.583595485717177
1341,EBF,Ennis Inc. Common Stock,$19.75,0.07,0.356%,515539859.0,United States,,66612,Consumer Services,Office Equipment/Supplies/Services,EBF,11.442214613140221,18.15318721604062,19.88023900035843,20.236190530988907,20.031428473336355,0.9928667012115624,9.513766170999114,1.7904791316847843,-1.0118606925497522
1342,EBIX,Ebix Inc. Common Stock,$30.31,0.2,0.664%,937757604.0,United States,,99413,Technology,EDP Services,EBIX,-41.767045734353935,61.85290832823491,72.64386458985834,45.24182533839393,28.264126838199676,27.43636491919765,17.446158237797075,-37.72106482243782,-37.526555069798064
1343,EBMT,Eagle Bancorp Montana Inc. Common Stock,$22.43,0.56,2.561%,152001448.0,United States,,8047,Finance,Savings Institutions,EBMT,38.633668808448036,19.242270944602932,19.041593601029234,17.667579340556312,19.348253961593386,37.874281707889025,-1.0428984403734716,-7.215857502591874,9.512761135188725
1344,EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one Common Share),$7.88,0.23,3.007%,12363175571.0,,2016.0,719755,Public Utilities,Electric Utilities: Central,EBR,85.1835376593853,5.658804782358298,5.306613546918587,9.262499975779699,7.601269831733098,37.86084584791424,-6.2237742594989385,74.54634474293294,-17.935008349695174
1345,EBS,Emergent Biosolutions Inc. Common Stock,$60.81,-0.74,-1.202%,3265541330.0,United States,2006.0,403733,Health Care,Major Pharmaceuticals,EBS,72.47847865350637,34.91366533074246,56.22346598408611,51.86472232758053,57.57619094848633,4.589341206192503,61.03570178459544,-7.752534604926912,11.012241779357918
1346,EBSB,Meridian Bancorp Inc. Common Stock,$19.97,0.56,2.885%,1050596678.0,United States,,279759,Finance,Major Banks,EBSB,8.747478032870028,18.314940251202227,18.513067735618804,17.67484131691948,16.472222176809158,20.91286416990004,1.081780675771386,-4.527755370800012,-6.8041297715023825
1347,EBTC,Enterprise Bancorp Inc Common Stock,$34.60,1.0,2.976%,415716682.0,United States,,10898,Finance,Major Banks,EBTC,15.260300972360366,34.24342621275153,35.04247013411199,30.34261896496727,29.453809435405432,34.00329829193881,2.3334228193057105,-13.411871797729404,-2.929244606696732
1348,EC,Ecopetrol S.A. American Depositary Shares,$12.77,-0.12,-0.931%,26253009553.0,Colombia,,961753,Energy,Oil & Gas Production,EC,93.22329635554144,9.831673318171406,20.679482072473046,18.501825431036565,16.431111063276017,15.61654716544417,110.33532546542368,-10.530518287666428,-11.191946305400538
1349,ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,$25.4898,0.006,0.024%,0.0,United States,2016.0,5028,Finance,Trusts Except Educational Religious and Charitable,ECCB,-2.6621175813646065,26.043541851271673,26.133410366407904,26.265000010293626,24.856491997128444,1.9863629500394355,0.34507025061895297,0.5035303163297354,-5.362680421142857
1350,ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,$25.56,-0.03,-0.117%,0.0,United States,2018.0,2648,Finance,Trusts Except Educational Religious and Charitable,ECCX,,,24.727423477172852,25.43119836988903,24.53306358579605,,,2.8461311117426766,-3.531625883412496
1351,ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,$25.55,0.08,0.314%,0.0,United States,2017.0,500,Finance,Trusts Except Educational Religious and Charitable,ECCY,,25.536510009765625,25.386513873400446,25.552984018174428,24.38573015303839,,-0.5873791536424546,0.6557424371229235,-4.5679747786240394
1352,ECF,Ellsworth Growth and Income Fund Ltd.,$14.67,0.14,0.964%,198037049.0,United States,1986.0,16672,Finance,Finance/Investors Services,ECF,36.813807780166776,8.994621485827928,9.387569735249675,10.211706358288962,10.723650841485886,14.754614189481375,4.368702452247529,8.779019983678108,5.013309874322546
1353,ECHO,Echo Global Logistics Inc. Common Stock,$31.23,0.6,1.959%,831635038.0,United States,2009.0,104986,Transportation,Oil Refining/Marketing,ECHO,-19.28471212755284,20.694302771670888,28.54282872325396,21.806111123826767,19.42333328913129,-14.003092019757887,37.92602262651333,-23.60213721192518,-10.927110391966703
1354,ECL,Ecolab Inc. Common Stock,$219.65,1.47,0.674%,62806149031.0,United States,,635448,Consumer Non-Durables,Package Goods/Cosmetics,ECL,62.488283680315114,129.02310718673158,145.00557763453025,184.91003956870426,187.25936429462732,11.955646762146158,12.38729309523422,27.519260007189942,1.2705230778181622
1355,ECOL,US Ecology Inc Common Stock,$37.03,-0.22,-0.591%,1166901358.0,United States,,181256,Public Utilities,Environmental Services,ECOL,7.458853471159327,50.1890837680771,62.29812733015691,60.22646835872105,45.96539663890053,17.333076463028313,24.126847220474247,-3.325395256998396,-23.679076838573213
1356,ECOR,electroCore Inc. Common Stock,$1.04,0.0433,4.344%,72014159.0,United States,2018.0,25787909,Health Care,Medical/Dental Instruments,ECOR,,,11.991931814135928,3.716944446166357,0.9822380930658372,,,-69.00462324356387,-73.57404429116734
1357,ED,Consolidated Edison Inc. Common Stock,$75.52,0.2,0.266%,26663982487.0,United States,,2218217,Public Utilities,Power Generation,ED,18.177278446006557,81.2002789622759,77.78035845509564,86.1771430060977,87.53015875437903,9.631104448764749,-4.21171029322337,10.795507654866011,1.5700401534378854
1358,EDAP,EDAP TMS S.A. American Depositary Shares,$6.06,-0.02,-0.329%,202077584.0,France,1997.0,90579,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EDAP,4.887745357887172,2.959322714710616,2.658446207939391,3.659722223641381,3.4965079190239075,-11.22665970708586,-10.167073204810855,37.663956212907394,-4.459745703188278
1359,EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,$6.22,0.04,0.647%,411093018.0,United States,2007.0,93269,Finance,Finance Companies,EDD,-14.794546464218698,7.8791234806714305,7.0928286879186135,6.7442857216274925,6.413333340296671,4.679462927148865,-9.979470364713864,-4.9140192386826245,-4.907152439724325
1360,EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,$8.53,0.03,0.353%,142245171.0,United States,2010.0,80390,Finance,Investment Managers,EDF,-16.48509689797998,16.16725102838767,14.027410336224682,13.333492059556265,11.611587312486437,16.280949944706972,-13.235649575835106,-4.946873728192202,-12.914131867170687
1361,EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,$9.53,0.03,0.316%,94138846.0,United States,2012.0,19382,Finance,Finance Companies,EDI,-19.678000575805022,15.594382479846239,13.40629483409137,12.35285712802221,10.4688889261276,19.647079017219763,-14.031255476660887,-7.857784116386379,-15.251274926679633
1362,EDIT,Editas Medicine Inc. Common Stock,$55.59,1.08,1.981%,3770471577.0,United States,2016.0,2455376,Health Care,Major Pharmaceuticals,EDIT,5.910484517457364,20.74033867125492,32.629322637124844,24.079920624929766,25.11412688664027,-12.534513835825148,57.32299821288581,-26.201592068809248,4.294890659397797
1363,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,$4.55,-0.03,-0.655%,206218535.0,Argentina,2007.0,6727,Public Utilities,Electric Utilities: Central,EDN,-74.38735041874678,35.99362546609217,39.52988044769165,15.530079355315554,4.772063489944216,93.1852160317062,9.824670162584232,-60.71306267706551,-69.27212423862562
1364,EDRY,EuroDry Ltd. Common Shares ,$23.65,-0.64,-2.635%,54504500.0,Greece,,21527,Consumer Services,Marine Transportation,EDRY,,,8.625442183747584,7.846313453855967,5.9502222424461735,,,-9.032913481927713,-24.165376804797244
1365,EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 Ordinary Share (Cayman Islands),$2.10,-0.04,-1.869%,3573483627.0,China,2006.0,40528469,Miscellaneous,Other Consumer Services,EDU,216.99678131084798,72.49625522871891,82.36617519181088,97.55650776151629,128.00984131343782,79.52588120411326,13.614385918215087,18.44244015741994,31.21609644573057
1366,EDUC,Educational Development Corporation Common Stock,$10.68,0.01,0.094%,92384456.0,United States,,13756,Consumer Durables,Consumer Specialties,EDUC,-7.817075733017582,5.193645396555564,10.79003984519685,7.2794444504238305,5.227777757341901,-8.418941568840733,107.75465056495442,-32.53551835895905,-28.18438559500893
1367,EEA,The European Equity Fund Inc. Common Stock,$11.56,0.04,0.347%,81790376.0,United States,,6142,Finance,Trusts Except Educational Religious and Charitable,EEA,12.139903316153767,9.041035855433854,9.388645428585342,8.751666668861631,8.67206354746743,16.91114590624949,3.84479808187648,-6.784565085228585,-0.9095767058568311
1368,EEFT,Euronet Worldwide Inc. Common Stock,$132.90,2.88,2.215%,7020359703.0,United States,1997.0,186414,Technology,EDP Services,EEFT,74.9510079706319,87.93107559386479,93.44964134550665,146.04150820535327,131.57523794022816,16.918886470696933,6.2760130185726055,56.278297169061744,-9.905588104981533
1369,EEX,Emerald Holding Inc. Common Stock,$4.41,0.2,4.751%,314159995.0,United States,2017.0,125572,Technology,Advertising,EEX,,21.901228029128408,17.80370516606061,11.3961508387611,7.786507947104317,,-18.70910095825737,-35.990004707078036,-31.674228805216448
1370,EFC,Ellington Financial Inc. Common Stock ,$18.37,0.25,1.38%,914489535.0,United States,2010.0,550297,Finance,Real Estate,EFC,-8.571158601178437,15.894581692152288,15.528565733556256,17.72583327974592,15.383809589204335,-5.535545002311312,-2.3027718859487205,14.149842193355367,-13.21248853907282
1371,EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,$9.46,0.01,0.106%,223460450.0,United States,2017.0,30277,Finance,Trusts Except Educational Religious and Charitable,EFL,,11.49554466349738,9.26403985270466,9.239178551567925,8.821365083966937,,-19.41191023230571,-0.26836349510604024,-4.522192803927178
1372,EFOI,Energy Focus Inc. Common Stock,$3.86,-0.01,-0.258%,19568235.0,United States,,45079,Consumer Durables,Building Products,EFOI,-91.84780629807881,2.967808774742948,2.1058964190255125,0.6137301582429144,0.5319047593881213,-54.514127623528346,-29.042044859918178,-70.85658379499438,-13.332471568458695
1373,EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,$14.09,0.02,0.142%,519192730.0,United States,2003.0,107107,Finance,Trusts Except Educational Religious and Charitable,EFR,-6.110418826907145,14.806055737681598,14.169163335367026,13.112817457744054,12.438730179317416,11.75854383816841,-4.301566964209593,-7.455245257751211,-5.1406746154964855
1374,EFSC,Enterprise Financial Services Corporation Common Stock,$47.78,2.28,5.011%,1845483340.0,United States,,236634,Finance,Major Banks,EFSC,32.35807683591279,41.838326670734055,50.088685130693044,42.376745935470346,39.97523801288907,38.52676635435056,19.719618628366717,-15.39656945495867,-5.6670418399708895
1375,EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,$15.04,0.4,2.732%,599549898.0,United States,2004.0,168274,Finance,Finance Companies,EFT,-5.962868454614602,14.90051794242099,14.455219113019359,13.39539679648384,12.737142850482275,10.00912703061686,-2.9884788644419453,-7.331762377652013,-4.914030961549061
1376,EFX,Equifax Inc. Common Stock,$253.83,-1.98,-0.774%,30925956021.0,United States,,591031,Technology,Advertising,EFX,20.321775557566443,127.27685242915058,118.80808756550944,128.15396802387542,144.9365072098989,5.661280007773136,-6.653813872679884,7.866367222864963,13.095606359138966
1377,EGAN,eGain Corporation Common Stock,$11.50,-0.01,-0.087%,357638719.0,United States,1999.0,92561,Technology,Computer Software: Prepackaged Software,EGAN,147.10926770986768,2.291553777527524,9.351354595199522,8.463095244907196,7.752857147701203,-26.96058174494931,308.0792118825675,-9.498723861335664,-8.392178944617122
1378,EGBN,Eagle Bancorp Inc. Common Stock,$57.62,1.36,2.417%,1841625836.0,United States,,94887,Finance,Major Banks,EGBN,-20.306432242547732,61.8082867656571,57.23948195256085,49.41944441719661,40.09190486726307,22.86078463069036,-7.391896867192964,-13.661964204786766,-18.87422989054853
1379,EGF,Blackrock Enhanced Government Fund Inc. Common Stock,$12.97,0.01,0.077%,55275105.0,United States,2005.0,2813,Finance,Trusts Except Educational Religious and Charitable,EGF,-4.334815756861523,13.358924291998267,12.973306815462758,13.036269853985498,13.016349232386027,-1.8170202052972195,-2.8865907771218287,0.4853275993418686,-0.15280921477227172
1380,EGHT,8x8 Inc Common Stock,$25.34,-0.23,-0.899%,2791676835.0,United States,,917251,Public Utilities,Telecommunications Equipment,EGHT,39.566517875899116,14.187490030113919,19.46868531352495,21.60202381345961,18.142539675273596,9.141201636764476,37.224310094324906,10.957794353235649,-16.01462977756052
1381,EGLE,Eagle Bulk Shipping Inc. Common Stock,$41.60,-1.65,-3.815%,559947232.0,United States,,514060,Transportation,Marine Transportation,EGLE,-74.09116801093138,4.940637440320505,5.171713145130659,4.706666672040546,3.1565079537649003,-59.446911829419726,4.677042337175903,-8.992116539332226,-32.9353834951644
1382,EGO,Eldorado Gold Corporation Ordinary Shares,$8.86,-0.25,-2.744%,1617783602.0,Canada,,2185185,Basic Industries,Precious Metals,EGO,-58.1479511754125,12.83227093001286,4.863266932536881,6.029047624459343,7.507460367111932,-28.46358112712421,-62.101276079182604,23.97114343288457,24.521497170710568
1383,EGP,EastGroup Properties Inc. Common Stock,$174.55,-0.73,-0.416%,7052759079.0,United States,,90218,Consumer Services,Real Estate Investment Trusts,EGP,93.55307061709705,82.71342632400088,91.51808762265392,117.78900791349865,125.72523886059956,27.336704955654806,10.644778834531492,28.705713781044693,6.737666856765697
1384,EGRX,Eagle Pharmaceuticals Inc. Common Stock,$45.77,-0.7,-1.506%,600455943.0,United States,2014.0,107128,Health Care,Major Pharmaceuticals,EGRX,-13.917159409202617,68.04286838242732,62.13613555725827,53.23878966437446,50.070237962026454,16.982136109425436,-8.680899211906992,-14.31911690852569,-5.951584779299173
1385,EGY,VAALCO Energy Inc.  Common Stock,$2.68,-0.01,-0.372%,155253909.0,United States,,101670,Energy,Oil & Gas Production,EGY,81.2021224385474,0.9118605579038064,1.783601594398696,1.9482539669861867,1.8764126906319267,-11.943108632183588,95.60025696240835,9.23145466479581,-3.687469784311201
1386,EH,EHang Holdings Limited ADS,$25.33,-0.28,-1.093%,1404017406.0,China,2019.0,475262,Transportation,Air Freight/Delivery Services,EH,,,,10.863076870258038,11.74122223021492,,,,8.083762735410199
1387,EHC,Encompass Health Corporation Common Stock,$80.77,-0.18,-0.222%,8036918291.0,United States,,461599,Health Care,Medical Specialities,EHC,85.71250880784996,44.9906374410804,66.24382470423483,64.02801584819007,72.28888890099905,15.582412166967984,47.2391334552384,-3.344928928753577,12.901966339852608
1388,EHI,Western Asset Global High Income Fund Inc Common Stock,$10.40,-0.04,-0.383%,236051889.0,United States,2003.0,22169,Finance,Investment Managers,EHI,0.2219283513162124,10.139999993768821,9.255139457277092,9.665238081462801,9.426190527658612,7.811352833993022,-8.726435276484107,4.431036680525182,-2.4732712405984194
1389,EHTH,eHealth Inc. Common Stock,$51.15,2.11,4.303%,1338046047.0,United States,2006.0,507654,Finance,Specialty Insurers,EHTH,942.4764161715268,17.589322736063803,24.02446224015073,72.78666673387801,114.94253951784164,59.527135955874,36.58548768846458,202.9689738995854,57.91702611976118
1390,EIC,Eagle Point Income Company Inc. Common Stock,$16.537,0.017,0.103%,0.0,,2019.0,2229,Finance,Finance/Investors Services,EIC,-95.1553092834883,503.72268768310545,335.44871816972284,187.97836300864148,17.127666700453986,42.481791092419336,-33.40607314857428,-43.962116166581275,-90.88849034201523
1391,EIG,Employers Holdings Inc Common Stock,$41.60,0.57,1.389%,1186523104.0,United States,2007.0,64966,Finance,Property-Casualty Insurers,EIG,37.58882697278493,41.9101593807874,42.537569737529374,42.48257935236371,40.85984124077691,41.12560138119995,1.4970364370162603,-0.1292748633854146,-3.8197730371484857
1392,EIGR,Eiger BioPharmaceuticals Inc. Common Stock,$8.43,0.2,2.43%,286209577.0,United States,2014.0,202143,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EIGR,-36.18584989000133,10.006011964790376,10.984641451284704,11.877976175338507,10.55031746909732,-39.478110360767396,9.780414913933528,8.132579729758207,-11.177482482223857
1393,EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,$13.84,-0.01,-0.072%,995832067.0,United States,2002.0,74935,Finance,Finance/Investors Services,EIM,-4.205490017507377,12.64079679435943,11.670836653842395,12.480952380195493,12.798412625751796,-5.385224706115163,-7.6732515860855255,6.941368047391763,2.5435578622993558
1394,EIX,Edison International Common Stock,$55.07,-0.16,-0.29%,20910343281.0,United States,,1450965,Public Utilities,Electric Utilities: Central,EIX,-2.281817129003376,77.84800791645429,63.27358572606546,66.20869047679598,69.01746059599378,10.22088914938208,-18.72163794612441,4.638752043289691,4.242298252647322
1395,EKSO,Ekso Bionics Holdings Inc. Common Stock,$5.04,-0.05,-0.982%,63782818.0,United States,,46936,Health Care,Medical/Dental Instruments,EKSO,-93.9020555131908,35.16358572743329,27.83539841184578,19.715238033779087,4.913952343047611,-56.36392485034579,-20.840273151865553,-29.172064498315354,-75.07535879288754
1396,EL,Estee Lauder Companies Inc. (The) Common Stock,$328.83,0.14,0.043%,119204779527.0,United States,1995.0,550243,Consumer Non-Durables,Package Goods/Cosmetics,EL,116.70058742215187,99.3532268630556,140.330836505054,176.1547222742959,192.3276185535249,11.94389441014515,41.244367129092105,25.528163774575415,9.181074495434618
1397,ELA,Envela Corporation Common Stock,$4.65,0.05,1.087%,125198372.0,United States,,27649,Consumer Services,Consumer Specialties,ELA,-89.9928866364443,,,,2.5399999618530282,,,,
1398,ELAN,Elanco Animal Health Incorporated Common Stock,$35.36,-0.44,-1.229%,16725137252.0,United States,2018.0,2739947,Health Care,Major Pharmaceuticals,ELAN,,,32.98199980599539,30.084285652826704,27.275238006834,,,-8.78574425508895,-9.33725892118289
1399,ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,$54.38,0.04,0.074%,0.0,United States,2020.0,5808,Health Care,Major Pharmaceuticals,ELAT,,,,,48.45467368923888,,,,
1400,ELF,e.l.f. Beauty Inc. Common Stock,$30.02,0.19,0.637%,1565018160.0,United States,2016.0,496577,Consumer Non-Durables,Package Goods/Cosmetics,ELF,-46.91655512425212,24.52059762506371,15.949561747896716,13.6467063180984,14.91857139647953,-12.75050688448472,-34.954433037170816,-14.438361794498816,9.319941740772778
